asset_id,hostname,classe,tipo_ativo,fabricante_hw,modelo_hw,so_vendor,so_produto,so_versao,so_versao_norm,app_vendor,app_produto,app_versao,app_versao_norm,ip_address,criticidade,ambiente,status,departamento_ou_aplicacao_hospedada,localizacao_ou_hospedagem,responsavel_ou_equipe_ti,data_aquisicao,ultimo_inventario
ASSET-0079,SRVDB-WIN-029,Servidor,Servidor de Banco de Dados,HPE,ProLiant DL360 Gen10,Red Hat,Red Hat Enterprise Linux 9,9.0,9.0,Fortinet,FortiOS,7.2.12,7.2.12,10.0.2.223,CRÍTICA,Desenvolvimento,Ativo,BD Financeiro,On-Premise,Infraestrutura N3,2023-02-15,2024-01-16
ASSET-0080,SRVDB-WIN-030,Servidor,Servidor de Banco de Dados,HPE,ProLiant DL380 Gen10,Microsoft,Windows Server 2019,10.0.17763.5000,10.0.17763.5000,Fortinet,FortiWeb,7.4.0,7.4.0,10.0.2.160,MÉDIA,Homologação,Em manutenção,BD Operacional,On-Premise,Infraestrutura N3,2023-12-26,2025-01-24
ASSET-0081,SRVDB-WIN-031,Servidor,Servidor de Banco de Dados,Lenovo,ThinkSystem SR650,Linux,Linux,5.15.80,5.15.80,Adobe,ColdFusion,2023.0,2023.0,10.0.2.59,MÉDIA,Produção,Ativo,BD Financeiro,On-Premise,Infraestrutura N3,2019-02-16,2025-03-30
ASSET-0082,SRVDB-WIN-032,Servidor,Servidor de Banco de Dados,IBM,Power S1022,Microsoft,Windows Server 2019,10.0.17763.7500,10.0.17763.7500,curl,curl,8.4.0,8.4.0,10.0.2.76,ALTA,Produção,Ativo,BD Financeiro,On-Premise,Time de DBAs,2022-08-15,2025-08-02
ASSET-0083,SRVDB-WIN-033,Servidor,Servidor de Banco de Dados,HPE,ProLiant DL380 Gen10,Microsoft,Windows Server 2019,10.0.17763.7500,10.0.17763.7500,Oracle Corporation,Oracle Java SE,17.0.13,17.0.13,10.0.2.128,BAIXA,Produção,Ativo,BD Operacional,Cloud - Azure,Time de DBAs,2020-11-06,2025-04-15
ASSET-0084,SRVDB-WIN-034,Servidor,Servidor de Banco de Dados,Dell,PowerEdge R650,Linux,Linux,6.1.100,6.1.100,Adobe,ColdFusion,2025.1,2025.1,10.0.2.19,ALTA,Produção,Ativo,BD Analítico (DW),Cloud - GCP,Time de DBAs,2022-10-04,2025-12-07
ASSET-0085,SRVDB-WIN-035,Servidor,Servidor de Banco de Dados,IBM,Power S1022,Linux,Linux,6.1.100,6.1.100,Fortinet,FortiWeb,7.4.7,7.4.7,10.0.2.61,ALTA,Produção,Ativo,BD Operacional,Cloud - AWS,Time de DBAs,2021-04-24,2024-01-23
ASSET-0086,SRVWEB-WIN-001,Servidor,Servidor Web,Dell,PowerEdge R540,Red Hat,Red Hat Enterprise Linux 9,9.0,9.0,Oracle Corporation,Oracle Java SE,8u451,8.0.451,10.0.3.214,BAIXA,Produção,Ativo,Portal Intranet,Cloud - Azure,Suporte N3 - Web,2024-10-22,2024-12-26
ASSET-0087,SRVWEB-WIN-002,Servidor,Servidor Web,HPE,ProLiant DL360 Gen10,Microsoft,Windows Server 2025,10.0.26100.4000,10.0.26100.4000,Adobe,ColdFusion,2023.0,2023.0,10.0.3.232,MÉDIA,Produção,Ativo,Site Institucional,Cloud - GCP,Infraestrutura N3,2018-05-17,2025-08-16
ASSET-0088,SRVWEB-WIN-003,Servidor,Servidor Web,HPE,ProLiant DL380 Gen10,Linux,Linux,5.15.170,5.15.170,curl,curl,8.11.1,8.11.1,10.0.3.45,ALTA,Homologação,Em manutenção,Portal do Cliente,On-Premise,Suporte N3 - Web,2022-02-07,2025-06-27
ASSET-0089,SRVWEB-WIN-004,Servidor,Servidor Web,IBM,Power S1022,Red Hat,Red Hat Enterprise Linux 7,7.0,7.0,,,,,10.0.3.192,BAIXA,Desenvolvimento,Ativo,Portal do Cliente,Cloud - AWS,Suporte N3 - Web,2018-11-05,2024-05-24
ASSET-0090,SRVWEB-WIN-005,Servidor,Servidor Web,Lenovo,ThinkSystem SR630,Microsoft,Windows Server 2025,10.0.26100.4000,10.0.26100.4000,Juniper Networks,Junos OS,23.4R2,23.4.2,10.0.3.68,MÉDIA,Produção,Ativo,Portal Intranet,Cloud - AWS,Infraestrutura N3,2020-12-09,2025-08-21
ASSET-0091,SRVWEB-WIN-006,Servidor,Servidor Web,IBM,Power S1022,Red Hat,Red Hat Enterprise Linux 9,9.0,9.0,Juniper Networks,Junos OS,22.4,22.4,10.0.3.159,BAIXA,Homologação,Em manutenção,Site Institucional,Cloud - AWS,Infraestrutura N3,2020-06-25,2025-10-25
ASSET-0092,SRVWEB-WIN-007,Servidor,Servidor Web,Lenovo,ThinkSystem SR630,Microsoft,Windows Server 2022,10.0.20348.4300,10.0.20348.4300,Adobe,ColdFusion,2023.0,2023.0,10.0.3.12,BAIXA,Produção,Ativo,API REST Pública,On-Premise,Infraestrutura N3,2019-02-03,2024-08-28
ASSET-0093,SRVWEB-WIN-008,Servidor,Servidor Web,Lenovo,ThinkSystem SR630,Microsoft,Windows Server 2019,10.0.17763.5000,10.0.17763.5000,Fortinet,FortiOS,7.2.12,7.2.12,10.0.3.227,ALTA,Produção,Ativo,API REST Pública,Cloud - Azure,Infraestrutura N3,2022-07-30,2024-10-13
ASSET-0094,SRVWEB-WIN-009,Servidor,Servidor Web,IBM,Power S1022,Microsoft,Windows Server 2022,10.0.20348.2700,10.0.20348.2700,curl,curl,8.4.0,8.4.0,10.0.3.219,ALTA,Desenvolvimento,Ativo,API REST Pública,Cloud - AWS,Infraestrutura N3,2022-01-09,2024-03-03
ASSET-0095,SRVWEB-WIN-010,Servidor,Servidor Web,HPE,ProLiant DL380 Gen10,Red Hat,Red Hat Enterprise Linux 9,9.0,9.0,Oracle Corporation,Oracle Java SE,8u451,8.0.451,10.0.3.165,MÉDIA,Desenvolvimento,Ativo,API REST Pública,On-Premise,Infraestrutura N3,2021-09-28,2024-09-06
ASSET-0096,SRVWEB-WIN-011,Servidor,Servidor Web,Supermicro,SuperServer 1029P,Microsoft,Windows Server 2019,10.0.17763.5000,10.0.17763.5000,Cisco,Cisco IOS XE Software,17.13.1,17.13.1,10.0.3.151,ALTA,Desenvolvimento,Ativo,Portal Intranet,Cloud - Azure,Infraestrutura N3,2019-08-28,2025-09-02
ASSET-0097,SRVWEB-WIN-012,Servidor,Servidor Web,HPE,ProLiant DL380 Gen10,Microsoft,Windows Server 2022,10.0.20348.0,10.0.20348.0,Oracle Corporation,Oracle Java SE,8u451,8.0.451,10.0.3.170,BAIXA,Produção,Ativo,Portal do Cliente,On-Premise,Infraestrutura N3,2020-09-01,2025-08-25
ASSET-0098,SRVWEB-WIN-013,Servidor,Servidor Web,HPE,ProLiant DL360 Gen10,Linux,Linux,5.15.80,5.15.80,Oracle Corporation,MySQL Server,8.0.20,8.0.20,10.0.3.135,CRÍTICA,Produção,Ativo,Portal Intranet,On-Premise,Suporte N3 - Web,2022-01-22,2025-06-09
ASSET-0099,SRVWEB-WIN-014,Servidor,Servidor Web,Supermicro,SuperServer 1029P,Microsoft,Windows Server 2019,10.0.17763.0,10.0.17763.0,Fortinet,FortiWeb,7.4.7,7.4.7,10.0.3.118,MÉDIA,Produção,Descomissionado,Portal Intranet,Cloud - GCP,Suporte N3 - Web,2022-07-04,2025-03-12
ASSET-0100,SRVWEB-WIN-015,Servidor,Servidor Web,Lenovo,ThinkSystem SR650,Microsoft,Windows Server 2019,10.0.17763.0,10.0.17763.0,SAP_SE,SAP NetWeaver Application Server for ABAP,SAP_BASIS 750,750,10.0.3.17,CRÍTICA,Homologação,Ativo,Portal Intranet,On-Premise,Infraestrutura N3,2021-08-24,2025-01-25
ASSET-0101,SRVWEB-WIN-016,Servidor,Servidor Web,Lenovo,ThinkSystem SR630,Red Hat,Red Hat Enterprise Linux 7,7.0,7.0,Fortinet,FortiOS,7.4.0,7.4.0,10.0.3.219,MÉDIA,Desenvolvimento,Ativo,Portal Intranet,Cloud - GCP,Infraestrutura N3,2020-05-30,2025-03-16
ASSET-0102,SRVWEB-WIN-017,Servidor,Servidor Web,HPE,ProLiant DL360 Gen10,Red Hat,Red Hat Enterprise Linux 8,8.0,8.0,,,,,10.0.3.107,MÉDIA,Produção,Ativo,Portal do Cliente,Cloud - AWS,Suporte N3 - Web,2020-11-10,2025-01-18
ASSET-0103,SRVWEB-WIN-018,Servidor,Servidor Web,Lenovo,ThinkSystem SR650,Microsoft,Windows Server 2019,10.0.17763.5000,10.0.17763.5000,Adobe,ColdFusion,2025.1,2025.1,10.0.3.111,CRÍTICA,Homologação,Em manutenção,Portal Intranet,On-Premise,Infraestrutura N3,2024-03-28,2024-03-02
ASSET-0104,SRVWEB-WIN-019,Servidor,Servidor Web,Dell,PowerEdge R650,Linux,Linux,5.15.80,5.15.80,Adobe,ColdFusion,2025.1,2025.1,10.0.3.223,BAIXA,Produção,Ativo,Portal do Cliente,Cloud - GCP,Suporte N3 - Web,2021-07-03,2024-12-26
ASSET-0105,SRVWEB-WIN-020,Servidor,Servidor Web,Supermicro,SuperServer 1029P,Microsoft,Windows Server 2019,10.0.17763.0,10.0.17763.0,IBM,Db2,11.5.0,11.5.0,10.0.3.58,BAIXA,Produção,Ativo,Site Institucional,Cloud - GCP,Suporte N3 - Web,2019-04-16,2024-10-12
ASSET-0106,SRVWEB-WIN-021,Servidor,Servidor Web,Lenovo,ThinkSystem SR650,Microsoft,Windows Server 2025,10.0.26100.4000,10.0.26100.4000,Cisco,Cisco IOS XE Software,17.13.1,17.13.1,10.0.3.70,MÉDIA,Produção,Ativo,Portal do Cliente,On-Premise,Infraestrutura N3,2018-01-26,2024-07-04
ASSET-0107,SRVWEB-WIN-022,Servidor,Servidor Web,Lenovo,ThinkSystem SR650,Microsoft,Windows Server 2019,10.0.17763.5000,10.0.17763.5000,IBM,Db2,11.5.0,11.5.0,10.0.3.24,MÉDIA,Produção,Ativo,Site Institucional,Cloud - GCP,Infraestrutura N3,2021-10-28,2024-06-10
ASSET-0108,SRVWEB-WIN-023,Servidor,Servidor Web,IBM,Power S1022,Linux,Linux,5.15.170,5.15.170,Fortinet,FortiOS,7.4.0,7.4.0,10.0.3.194,MÉDIA,Homologação,Ativo,Portal Intranet,On-Premise,Infraestrutura N3,2022-10-03,2025-05-12
ASSET-0109,SRVWEB-WIN-024,Servidor,Servidor Web,IBM,Power S1022,Red Hat,Red Hat Enterprise Linux 8,8.0,8.0,Fortinet,FortiWeb,7.4.0,7.4.0,10.0.3.29,ALTA,Homologação,Ativo,Portal Intranet,On-Premise,Suporte N3 - Web,2021-06-17,2024-02-16
ASSET-0110,SRVWEB-WIN-025,Servidor,Servidor Web,Supermicro,SuperServer 1029P,Microsoft,Windows Server 2025,10.0.26100.4000,10.0.26100.4000,Fortinet,FortiOS,7.2.12,7.2.12,10.0.3.243,ALTA,Produção,Ativo,Portal Intranet,On-Premise,Suporte N3 - Web,2021-09-05,2024-05-02
ASSET-0111,SRVWEB-WIN-026,Servidor,Servidor Web,Lenovo,ThinkSystem SR650,Microsoft,Windows Server 2022,10.0.20348.0,10.0.20348.0,SAP_SE,SAP NetWeaver Application Server for ABAP,SAP_BASIS 750,750,10.0.3.129,MÉDIA,Homologação,Ativo,Site Institucional,Cloud - AWS,Infraestrutura N3,2022-06-15,2024-02-13
ASSET-0112,SRVWEB-WIN-027,Servidor,Servidor Web,Lenovo,ThinkSystem SR650,Red Hat,Red Hat Enterprise Linux 9,9.4,9.4,Oracle Corporation,MySQL Server,8.0.20,8.0.20,10.0.3.147,ALTA,Homologação,Ativo,Portal do Cliente,Cloud - Azure,Suporte N3 - Web,2022-07-18,2024-01-22
ASSET-0113,SRVWEB-WIN-028,Servidor,Servidor Web,Supermicro,SuperServer 2029P,Linux,Linux,5.15.80,5.15.80,Oracle Corporation,Oracle Java SE,17.0.13,17.0.13,10.0.3.217,CRÍTICA,Produção,Ativo,Portal do Cliente,On-Premise,Suporte N3 - Web,2018-11-19,2025-02-09
ASSET-0114,SRVWEB-WIN-029,Servidor,Servidor Web,IBM,Power S1022,Linux,Linux,6.1.130,6.1.130,curl,curl,8.11.1,8.11.1,10.0.3.131,MÉDIA,Produção,Ativo,Portal do Cliente,On-Premise,Infraestrutura N3,2021-12-02,2024-12-25
ASSET-0115,SRVWEB-WIN-030,Servidor,Servidor Web,Dell,PowerEdge R750,Microsoft,Windows Server 2019,10.0.17763.5000,10.0.17763.5000,Oracle Corporation,Oracle Java SE,8u431,8.0.431,10.0.3.155,ALTA,Homologação,Ativo,Portal do Cliente,On-Premise,Infraestrutura N3,2023-07-17,2025-04-20
ASSET-0116,SRVFILE-WIN-001,Servidor,Servidor de Arquivos,Supermicro,SuperServer 2029P,Red Hat,Red Hat Enterprise Linux 8,8.0,8.0,Adobe,ColdFusion,2025.1,2025.1,10.0.4.18,MÉDIA,Homologação,Ativo,Repositório de Documentos,On-Premise,Suporte N2 - Infraestrutura,2024-08-19,2024-02-27
ASSET-0117,SRVFILE-WIN-002,Servidor,Servidor de Arquivos,Dell,PowerEdge R650,Linux,Linux,5.15.170,5.15.170,SAP_SE,SAP NetWeaver Application Server for ABAP,SAP_BASIS 740,740,10.0.4.15,ALTA,Produção,Ativo,Repositório de Documentos,Cloud - AWS,Infraestrutura N3,2019-01-05,2025-09-21
ASSET-0118,SRVFILE-WIN-003,Servidor,Servidor de Arquivos,Lenovo,ThinkSystem SR650,Red Hat,Red Hat Enterprise Linux 7,7.0,7.0,Fortinet,FortiOS,7.2.12,7.2.12,10.0.4.83,MÉDIA,Produção,Descomissionado,Repositório de Documentos,Cloud - Azure,Infraestrutura N3,2023-01-20,2024-04-15
ASSET-0119,SRVFILE-WIN-004,Servidor,Servidor de Arquivos,Dell,PowerEdge R540,Linux,Linux,5.15.80,5.15.80,curl,curl,8.4.0,8.4.0,10.0.4.182,ALTA,Produção,Ativo,Compartilhamento de Arquivos,On-Premise,Infraestrutura N3,2019-10-13,2025-01-07
ASSET-0120,SRVFILE-WIN-005,Servidor,Servidor de Arquivos,IBM,FlexSystem x240 M5,Linux,Linux,5.15.170,5.15.170,,,,,10.0.4.203,MÉDIA,Produção,Ativo,Repositório de Documentos,On-Premise,Infraestrutura N3,2024-04-04,2025-11-25
ASSET-0121,SRVFILE-WIN-006,Servidor,Servidor de Arquivos,IBM,Power S1022,Red Hat,Red Hat Enterprise Linux 9,9.0,9.0,Fortinet,FortiOS,7.4.0,7.4.0,10.0.4.235,ALTA,Desenvolvimento,Ativo,Repositório de Documentos,On-Premise,Infraestrutura N3,2022-05-25,2024-05-12
ASSET-0122,SRVFILE-WIN-007,Servidor,Servidor de Arquivos,Supermicro,SuperServer 2029P,Microsoft,Windows Server 2022,10.0.20348.4300,10.0.20348.4300,Fortinet,FortiOS,7.4.0,7.4.0,10.0.4.166,MÉDIA,Produção,Ativo,Repositório de Documentos,On-Premise,Infraestrutura N3,2021-06-19,2024-07-03
ASSET-0123,SRVFILE-WIN-008,Servidor,Servidor de Arquivos,Lenovo,ThinkSystem SR650,Microsoft,Windows Server 2025,10.0.26100.0,10.0.26100.0,Fortinet,FortiOS,7.4.6,7.4.6,10.0.4.20,ALTA,Homologação,Ativo,Compartilhamento de Arquivos,On-Premise,Infraestrutura N3,2024-01-20,2025-06-23
ASSET-0124,SRVFILE-WIN-009,Servidor,Servidor de Arquivos,IBM,Power S1022,Microsoft,Windows Server 2022,10.0.20348.2700,10.0.20348.2700,Adobe,ColdFusion,2025.1,2025.1,10.0.4.47,BAIXA,Homologação,Em manutenção,Repositório de Documentos,On-Premise,Infraestrutura N3,2019-11-10,2025-03-24
ASSET-0125,SRVFILE-WIN-010,Servidor,Servidor de Arquivos,IBM,Power S1022,Microsoft,Windows Server 2022,10.0.20348.2700,10.0.20348.2700,Fortinet,FortiWeb,7.4.0,7.4.0,10.0.4.193,MÉDIA,Produção,Ativo,Repositório de Documentos,Cloud - Azure,Suporte N2 - Infraestrutura,2021-06-21,2025-04-25
ASSET-0126,SRVFILE-WIN-011,Servidor,Servidor de Arquivos,Supermicro,SuperServer 2029P,Microsoft,Windows Server 2025,10.0.26100.0,10.0.26100.0,Fortinet,FortiOS,7.2.0,7.2.0,10.0.4.129,MÉDIA,Desenvolvimento,Em manutenção,Repositório de Documentos,On-Premise,Suporte N2 - Infraestrutura,2024-10-12,2024-05-21
ASSET-0127,SRVFILE-WIN-012,Servidor,Servidor de Arquivos,Lenovo,ThinkSystem SR630,Linux,Linux,6.1.100,6.1.100,Oracle Corporation,MySQL Server,8.0.41,8.0.41,10.0.4.73,CRÍTICA,Produção,Ativo,Compartilhamento de Arquivos,Cloud - GCP,Infraestrutura N3,2023-10-04,2024-05-30
ASSET-0128,SRVFILE-WIN-013,Servidor,Servidor de Arquivos,HPE,ProLiant DL360 Gen10,Red Hat,Red Hat Enterprise Linux 9,9.4,9.4,Oracle Corporation,MySQL Server,9.0.0,9.0.0,10.0.4.14,ALTA,Produção,Ativo,Repositório de Documentos,On-Premise,Suporte N2 - Infraestrutura,2018-12-01,2025-01-18
ASSET-0129,SRVFILE-WIN-014,Servidor,Servidor de Arquivos,IBM,Power S1022,Microsoft,Windows Server 2025,10.0.26100.4000,10.0.26100.4000,Oracle Corporation,MySQL Server,8.0.20,8.0.20,10.0.4.10,ALTA,Desenvolvimento,Ativo,Repositório de Documentos,On-Premise,Infraestrutura N3,2019-07-23,2025-12-23
ASSET-0130,SRVFILE-WIN-015,Servidor,Servidor de Arquivos,Supermicro,SuperServer 1029P,Red Hat,Red Hat Enterprise Linux 8,8.10,8.10,Fortinet,FortiWeb,7.4.7,7.4.7,10.0.4.56,BAIXA,Produção,Ativo,Compartilhamento de Arquivos,On-Premise,Suporte N2 - Infraestrutura,2023-12-02,2025-03-09
ASSET-0131,SRVFILE-WIN-016,Servidor,Servidor de Arquivos,IBM,Power S1022,Microsoft,Windows Server 2019,10.0.17763.0,10.0.17763.0,Cisco,Cisco IOS XE Software,17.12.1,17.12.1,10.0.4.62,ALTA,Homologação,Ativo,Repositório de Documentos,On-Premise,Infraestrutura N3,2019-03-31,2025-05-26
ASSET-0132,SRVFILE-WIN-017,Servidor,Servidor de Arquivos,Supermicro,SuperServer 1029P,Microsoft,Windows Server 2022,10.0.20348.0,10.0.20348.0,Adobe,ColdFusion,2023.0,2023.0,10.0.4.1,MÉDIA,Produção,Ativo,Compartilhamento de Arquivos,On-Premise,Suporte N2 - Infraestrutura,2018-12-17,2025-06-20
ASSET-0133,SRVFILE-WIN-018,Servidor,Servidor de Arquivos,Supermicro,SuperServer 1029P,Linux,Linux,5.15.170,5.15.170,Oracle Corporation,MySQL Server,9.0.0,9.0.0,10.0.4.163,ALTA,Produção,Ativo,Repositório de Documentos,Cloud - AWS,Infraestrutura N3,2022-01-02,2024-03-10
ASSET-0134,SRVWEB-LNX-001,Servidor,Servidor Web,Dell,PowerEdge R540,Linux,Linux,5.15.170,5.15.170,Oracle Corporation,Oracle Java SE,8u431,8.0.431,10.1.1.91,MÉDIA,Desenvolvimento,Ativo,Portal do Cliente,On-Premise,Infraestrutura N3,2023-03-19,2025-12-13
ASSET-0135,SRVWEB-LNX-002,Servidor,Servidor Web,HPE,ProLiant DL380 Gen10,Red Hat,Red Hat Enterprise Linux 8,8.10,8.10,Adobe,ColdFusion,2023.0,2023.0,10.1.1.10,ALTA,Produção,Ativo,Portal Intranet,Cloud - GCP,Suporte N3 - Web,2018-06-21,2024-11-19
ASSET-0136,SRVWEB-LNX-003,Servidor,Servidor Web,Lenovo,ThinkSystem SR630,Linux,Linux,6.1.130,6.1.130,SAP_SE,SAP NetWeaver Application Server for ABAP,SAP_BASIS 740,740,10.1.1.74,ALTA,Homologação,Em manutenção,Portal do Cliente,On-Premise,Infraestrutura N3,2021-09-21,2024-10-06
ASSET-0137,SRVWEB-LNX-004,Servidor,Servidor Web,IBM,FlexSystem x240 M5,Microsoft,Windows Server 2019,10.0.17763.0,10.0.17763.0,Cisco,Cisco IOS XE Software,17.13.1,17.13.1,10.1.1.230,BAIXA,Produção,Ativo,API REST Pública,Cloud - GCP,Suporte N3 - Web,2023-07-31,2025-01-11
ASSET-0138,SRVWEB-LNX-005,Servidor,Servidor Web,Dell,PowerEdge R540,Red Hat,Red Hat Enterprise Linux 7,7.0,7.0,Oracle Corporation,Oracle Java SE,8u451,8.0.451,10.1.1.155,BAIXA,Produção,Ativo,API REST Pública,On-Premise,Suporte N3 - Web,2019-02-25,2024-03-22
ASSET-0139,SRVWEB-LNX-006,Servidor,Servidor Web,IBM,FlexSystem x240 M5,Linux,Linux,5.15.80,5.15.80,Adobe,ColdFusion,2025.1,2025.1,10.1.1.43,MÉDIA,Produção,Ativo,API REST Pública,Cloud - Azure,Suporte N3 - Web,2021-12-15,2025-09-21
ASSET-0140,SRVWEB-LNX-007,Servidor,Servidor Web,Dell,PowerEdge R750,Red Hat,Red Hat Enterprise Linux 9,9.4,9.4,Oracle Corporation,Oracle Java SE,8u451,8.0.451,10.1.1.244,CRÍTICA,Desenvolvimento,Ativo,API REST Pública,On-Premise,Infraestrutura N3,2022-11-30,2024-02-05
ASSET-0141,SRVWEB-LNX-008,Servidor,Servidor Web,HPE,ProLiant DL360 Gen10,Microsoft,Windows Server 2019,10.0.17763.5000,10.0.17763.5000,Oracle Corporation,MySQL Server,9.0.0,9.0.0,10.1.1.155,ALTA,Produção,Ativo,Portal do Cliente,Cloud - AWS,Infraestrutura N3,2022-12-24,2024-03-19
ASSET-0142,SRVWEB-LNX-009,Servidor,Servidor Web,IBM,FlexSystem x240 M5,Microsoft,Windows Server 2019,10.0.17763.5000,10.0.17763.5000,SAP_SE,SAP NetWeaver Application Server for ABAP,SAP_BASIS 740,740,10.1.1.64,BAIXA,Produção,Ativo,Portal do Cliente,Cloud - GCP,Suporte N3 - Web,2023-10-22,2025-01-31
ASSET-0143,SRVWEB-LNX-010,Servidor,Servidor Web,IBM,FlexSystem x240 M5,Microsoft,Windows Server 2019,10.0.17763.0,10.0.17763.0,Oracle Corporation,Oracle Java SE,8u451,8.0.451,10.1.1.178,BAIXA,Produção,Ativo,Site Institucional,Cloud - Azure,Suporte N3 - Web,2018-10-31,2025-04-07
ASSET-0144,SRVWEB-LNX-011,Servidor,Servidor Web,Lenovo,ThinkSystem SR650,Microsoft,Windows Server 2019,10.0.17763.7500,10.0.17763.7500,,,,,10.1.1.182,CRÍTICA,Produção,Em manutenção,Portal do Cliente,Cloud - GCP,Suporte N3 - Web,2019-10-08,2025-12-29
ASSET-0145,SRVWEB-LNX-012,Servidor,Servidor Web,IBM,Power S1022,Microsoft,Windows Server 2019,10.0.17763.7500,10.0.17763.7500,Cisco,Cisco IOS XE Software,17.13.1,17.13.1,10.1.1.61,MÉDIA,Produção,Ativo,Portal Intranet,On-Premise,Infraestrutura N3,2022-02-20,2025-04-23
ASSET-0146,SRVWEB-LNX-013,Servidor,Servidor Web,Dell,PowerEdge R750,Microsoft,Windows Server 2019,10.0.17763.5000,10.0.17763.5000,IBM,Db2,11.5.10,11.5.10,10.1.1.135,ALTA,Produção,Ativo,Portal do Cliente,Cloud - AWS,Suporte N3 - Web,2019-05-29,2024-11-20
ASSET-0147,SRVWEB-LNX-014,Servidor,Servidor Web,Lenovo,ThinkSystem SR630,Microsoft,Windows Server 2022,10.0.20348.4300,10.0.20348.4300,Fortinet,FortiWeb,7.4.7,7.4.7,10.1.1.197,BAIXA,Produção,Em manutenção,Site Institucional,Cloud - Azure,Infraestrutura N3,2018-08-15,2024-05-07
ASSET-0148,SRVWEB-LNX-015,Servidor,Servidor Web,IBM,Power S1022,Red Hat,Red Hat Enterprise Linux 7,7.0,7.0,Oracle Corporation,Oracle Java SE,11.0.27,11.0.27,10.1.1.89,BAIXA,Produção,Ativo,Site Institucional,On-Premise,Infraestrutura N3,2018-11-20,2024-09-13
ASSET-0149,SRVWEB-LNX-016,Servidor,Servidor Web,Supermicro,SuperServer 2029P,Microsoft,Windows Server 2025,10.0.26100.0,10.0.26100.0,Adobe,ColdFusion,2023.0,2023.0,10.1.1.158,MÉDIA,Produção,Ativo,Site Institucional,Cloud - GCP,Suporte N3 - Web,2024-07-06,2024-06-06
ASSET-0150,SRVWEB-LNX-017,Servidor,Servidor Web,Supermicro,SuperServer 2029P,Microsoft,Windows Server 2019,10.0.17763.7500,10.0.17763.7500,Adobe,ColdFusion,2025.1,2025.1,10.1.1.12,BAIXA,Homologação,Ativo,Portal Intranet,On-Premise,Infraestrutura N3,2020-05-13,2025-08-08
ASSET-0151,SRVWEB-LNX-018,Servidor,Servidor Web,Dell,PowerEdge R650,Red Hat,Red Hat Enterprise Linux 9,9.4,9.4,IBM,Db2,11.5.10,11.5.10,10.1.1.124,ALTA,Desenvolvimento,Ativo,Portal do Cliente,Cloud - GCP,Suporte N3 - Web,2023-02-01,2024-03-15
ASSET-0152,SRVWEB-LNX-019,Servidor,Servidor Web,Lenovo,ThinkSystem SR630,Microsoft,Windows Server 2022,10.0.20348.2700,10.0.20348.2700,Oracle Corporation,Oracle Java SE,17.0.13,17.0.13,10.1.1.88,MÉDIA,Produção,Ativo,API REST Pública,Cloud - AWS,Infraestrutura N3,2021-11-15,2025-02-12
ASSET-0153,SRVWEB-LNX-020,Servidor,Servidor Web,IBM,Power S1022,Microsoft,Windows Server 2019,10.0.17763.5000,10.0.17763.5000,Cisco,Cisco IOS XE Software,17.12.1,17.12.1,10.1.1.32,ALTA,Produção,Ativo,Portal do Cliente,On-Premise,Suporte N3 - Web,2021-04-03,2025-01-28
ASSET-0154,SRVWEB-LNX-021,Servidor,Servidor Web,HPE,ProLiant DL360 Gen10,Red Hat,Red Hat Enterprise Linux 9,9.4,9.4,Oracle Corporation,Oracle Java SE,8u431,8.0.431,10.1.1.128,BAIXA,Produção,Em manutenção,Portal do Cliente,On-Premise,Infraestrutura N3,2023-07-31,2024-01-24
ASSET-0155,SRVWEB-LNX-022,Servidor,Servidor Web,Supermicro,SuperServer 2029P,Microsoft,Windows Server 2022,10.0.20348.4300,10.0.20348.4300,Fortinet,FortiOS,7.2.12,7.2.12,10.1.1.13,CRÍTICA,Produção,Em manutenção,Site Institucional,On-Premise,Suporte N3 - Web,2023-04-12,2024-10-19
ASSET-0156,SRVWEB-LNX-023,Servidor,Servidor Web,Dell,PowerEdge R650,Microsoft,Windows Server 2022,10.0.20348.0,10.0.20348.0,Juniper Networks,Junos OS,23.4R2,23.4.2,10.1.1.196,ALTA,Produção,Ativo,Site Institucional,On-Premise,Suporte N3 - Web,2024-04-20,2024-07-18
ASSET-0157,SRVWEB-LNX-024,Servidor,Servidor Web,IBM,Power S1022,Linux,Linux,5.15.170,5.15.170,SAP_SE,SAP NetWeaver Application Server ABAP,SAP_BASIS 731,731,10.1.1.196,MÉDIA,Desenvolvimento,Ativo,API REST Pública,Cloud - Azure,Suporte N3 - Web,2024-11-07,2024-05-01
ASSET-0158,SRVWEB-LNX-025,Servidor,Servidor Web,Lenovo,ThinkSystem SR630,Microsoft,Windows Server 2019,10.0.17763.5000,10.0.17763.5000,Oracle Corporation,Oracle Java SE,11.0.25,11.0.25,10.1.1.194,CRÍTICA,Homologação,Ativo,Portal do Cliente,Cloud - Azure,Suporte N3 - Web,2018-06-14,2024-02-16
ASSET-0159,SRVWEB-LNX-026,Servidor,Servidor Web,IBM,FlexSystem x240 M5,Microsoft,Windows Server 2022,10.0.20348.2700,10.0.20348.2700,Oracle Corporation,Oracle Java SE,11.0.27,11.0.27,10.1.1.84,BAIXA,Produção,Ativo,API REST Pública,On-Premise,Infraestrutura N3,2024-11-30,2024-11-02
